Signature	DrugBank_ID	DrugBank_Name	Enrichment_Score	Normalized_Enrichment_Score	p-value	FDR	Cell_Line
LPROT003_NPC_6H:N13	DB11648	Afuresertib	-0.1911644440199138	-0.9847469653460978	0.5037273423538422	0.6467867405337056	NPC
LJP009_SKL_24H:B10	DB12242	AZD-7762	0.19467043192419217	0.983446128064946	0.5049241945102008	0.648105786884169	SKL
CPC015_NPC_24H:BRD-A55913614-316-06-2:10	DB01087	Primaquine	-0.19071727549772716	-0.9842450358521987	0.5049632982162553	0.648105786884169	NPC
LJP009_NPC_24H:G16	DB01254	Dasatinib	0.19983132243783408	0.9843975492787992	0.5051892130613597	0.6482618036639468	NPC
LJP008_NPC.TAK_24H:B03	DB00877	Sirolimus	0.20054605362711994	0.983261219761127	0.5058599405623714	0.648988424364612	NPC.TAK
NMH002_NPC_6H:BRD-K01507359-001-11-2:10	DB01045	Rifampicin	-0.17824965817639865	-0.987417788762135	0.5061130815773003	0.6490957581209706	NPC
LJP007_NPC.CAS9_24H:K02	DB12064	BMS-777607	-0.20474952356715057	-0.9885264402227467	0.5061525840853158	0.6490957581209706	NPC.CAS9
CPC018_SKB_24H:BRD-K06234293-001-01-8:10	DB03921	4-(3-Pyridin-2-Yl-1h-Pyrazol-4-Yl)Quinoline	-0.18990619642257045	-0.9838987899692583	0.5063139047260048	0.649168622530019	SKB
NMH001_NEU_6H:BRD-K13296708-001-01-7:10	DB06155	Rimonabant	-0.19741812976084785	-0.9831319907937721	0.5067268993839835	0.6495640732507854	NEU
LJP009_NPC_24H:I21	DB11363	Alectinib	0.216552327690451	0.9906528633252476	0.5071063888505588	0.6499164199586696	NPC
DOSBIO002_NEU_24H:BRD-A19500257:10	DB02424	Geldanamycin	0.19090260645588214	0.9846153224097414	0.5083506196478911	0.6513766603244017	NEU
LJP008_NPC.CAS9_24H:L16	DB08756	Y-27632	-0.1915511623406747	-0.9829279297261928	0.5085136573252926	0.6514511939172444	NPC.CAS9
LJP007_NPC_24H:I03	DB01268	Sunitinib	0.2028311189541763	0.981370206582604	0.508966858927813	0.6518973459091906	NPC
NMH002_NEU_24H:BRD-K75516118-001-02-5:10	DB04149	(R)-Rolipram	-0.19169659621967647	-0.9821437695589162	0.5097655078663814	0.6527856802444777	NEU
NMH002_NEU_24H:BRD-A58048407-001-12-1:10	DB00393	Nimodipine	0.1810698302327862	0.9842256624244745	0.5098886488283197	0.6528087977167194	NEU
LJP008_NPC.CAS9_24H:C09	DB13877	Iniparib	-0.19582160886936634	-0.9812324964213002	0.5107833713805119	0.6538195555359035	NPC.CAS9
LJP007_NPC_24H:E09	DB05913	OSI-930	-0.20359299709701592	-0.9835911303221864	0.510907327612664	0.6538434938462853	NPC
CPC017_NPC_24H:BRD-A98378129-001-01-4:10	DB09295	Talniflumate	0.19376707250673214	0.9825270887320696	0.5111626767363764	0.653950212730073	NPC
LJP009_NPC_24H:G12	DB08521	4-[4-(4-Fluorophenyl)-2-[4-[(R)-methylsulfinyl]phenyl]-1H-imidazol-5-yl]pyridine	-0.19860535611785737	-0.9817250392779883	0.5112012609493295	0.653950212730073	NPC
LJP007_NPC.CAS9_24H:P03	DB09054	Idelalisib	-0.1991819529509919	-0.9822143938538677	0.5115006324702481	0.6541984617881782	NPC.CAS9
CPC013_NEU_24H:BRD-K11663430-001-01-5:10	DB12847	Pyroxamide	-0.2057376801374536	-0.9814544110833475	0.5124848104739133	0.6553222813223444	NEU
LJP007_NPC.CAS9_24H:E04	DB11743	Ipatasertib	0.20650379343627315	0.9830310044560104	0.5126442713709299	0.6553912767557557	NPC.CAS9
NMH002_NEU_6H:BRD-K68202742-001-08-2:10	DB04297	Trichostatin A	0.18695704533954427	0.9848845706101274	0.5128887537069424	0.6555689172896144	NEU
LJP007_NPC.TAK_24H:M03	DB07794	5-(2-PHENYLPYRAZOLO[1,5-A]PYRIDIN-3-YL)-1H-PYRAZOLO[3,4-C]PYRIDAZIN-3-AMINE	-0.2276451026939961	-0.9937001465365882	0.5131450629825274	0.6557615986931619	NPC.TAK
CPC014_NEU_24H:BRD-K61341215-004-01-2:10	DB01339	Vecuronium	0.18051489092479675	0.9866764784995204	0.5134621476084891	0.6558028477549207	NEU
LJP009_SKL_24H:G17	DB01254	Dasatinib	0.20480213614491571	0.9811131737592965	0.5135411942001844	0.6558028477549207	SKL
CPC016_SKB_24H:BRD-K36007650-300-02-3:10	DB08437	Puromycin	-0.19521844005526995	-0.9808766421646026	0.5135468191076044	0.6558028477549207	SKB
CPC018_NPC_24H:BRD-K25433859-003-14-8:10	DB00934	Maprotiline	0.1809561432132351	0.9834474259997953	0.5135996223966016	0.6558028477549207	NPC
CPC018_NPC_24H:BRD-A93255169-001-13-5:10	DB01041	Thalidomide	-0.19620928135577695	-0.9841566822730001	0.5138965150647803	0.6560470923926048	NPC
LJP008_SKL_24H:A09	DB07232	Veliparib	0.18298103304959032	0.9829197338522074	0.5148450877136304	0.6570949497919399	SKL
LJP008_SKL.C_24H:G12	DB02546	Vorinostat	0.19093229251828758	0.9809087407102689	0.5149288820970965	0.6570949497919399	SKL.C
LJP009_NPC.CAS9_24H:K22	DB12432	CC-401	0.20561406091204665	0.9832317383815196	0.5151554465254518	0.6571409444784975	NPC.CAS9
CPC018_SKB_24H:BRD-K14993104-001-03-4:10	DB13740	Bemegride	0.18801288499933663	0.9813312743526091	0.5151764970396463	0.6571409444784975	SKB
CPC018_NPC_24H:BRD-K50859149-001-10-4:10	DB00263	Sulfisoxazole	0.1978914681909002	0.9811981977051514	0.5154453361399816	0.6573488869023948	NPC
LJP008_SKL_24H:J12	DB05223	Pracinostat	0.2057577874270881	0.9839317879520186	0.515615004361733	0.6574302970228008	SKL
LJP007_NPC.CAS9_24H:K22	DB01590	Everolimus	0.18826755585790844	0.9808532554098868	0.516189657949847	0.6580279407314691	NPC.CAS9
LJP009_NPC_24H:M16	DB06314	SGX-523	-0.1934551608769726	-0.9801848773234592	0.5166978831678269	0.6585406750592	NPC
NMH002_NEU_24H:BRD-K81418486-001-29-3:10	DB02546	Vorinostat	-0.18873026351538566	-0.9799874682223011	0.5168105789582124	0.6585491931258287	NEU
LJP009_NPC.CAS9_24H:F04	DB11962	GSK-1059615	-0.19598068342831326	-0.9799314328667084	0.5174341086315336	0.6592085075510842	NPC.CAS9
LJP007_NPC_24H:K12	DB11962	GSK-1059615	0.21475639278340275	0.9846224897052033	0.518224863881835	0.6600805524777442	NPC
LJP009_SKL.C_24H:O20	DB07232	Veliparib	0.18676667489911813	0.979652508746087	0.5193565127140634	0.6613863585444365	SKL.C
CPC017_NPC_24H:BRD-K05901394-001-01-1:10	DB13399	Terguride	0.1770141784766403	0.9842193806814727	0.5198180926479112	0.6618384897579063	NPC
LJP009_NPC_24H:O23	DB07232	Veliparib	0.2183414782227962	0.9842095990693812	0.52015718859419	0.6621345195793256	NPC
CPC016_NPC_24H:BRD-K64994968-001-03-6:10	DB00396	Progesterone	-0.1980791586034249	-0.9789312349336428	0.5204428249390112	0.6622519776622611	NPC
LJP009_SKL.C_24H:P21	DB09074	Olaparib	-0.19148852732900587	-0.9793942169156573	0.5204626778730133	0.6622519776622611	SKL.C
LJP007_SKL.C_24H:M23	DB12874	Quizartinib	0.19563696060732264	0.9783448663760309	0.5206189245899767	0.6623151258556084	SKL.C
CPC018_NPC_24H:BRD-A14798026-001-01-8:10	DB01357	Mestranol	0.1786289174762525	0.9832050460416252	0.5214056251229267	0.6630689097453901	NPC
NMH002_NPC_24H:BRD-A91699651-001-02-4:10	DB00608	Chloroquine	0.19834508176394908	0.9794854808398016	0.5214249233912155	0.6630689097453901	NPC
CPC016_SKB_24H:BRD-K85266041-304-01-7:10	DB03759	FG-9041	-0.17131229640909304	-0.9866231086758268	0.5218690248565966	0.6634978269359759	SKB
CPC016_NEU_24H:BRD-A06352508-001-02-9:10	DB08683	REL-(9R,12S)-9,10,11,12-TETRAHYDRO-9,12-EPOXY-1H-DIINDOLO[1,2,3-FG:3',2',1'-KL]PYRROLO[3,4-I][1,6]BENZODIAZOCINE-1,3(2H)-DIONE	0.1723574997063517	0.9848632695180272	0.5236294896030246	0.6655998341342314	NEU
LJP008_NPC_24H:M04	DB02709	Resveratrol	-0.18910831873894987	-0.9778495194533314	0.5238436895147834	0.6657208171415435	NPC
LJP009_NPC_24H:N10	DB08896	Regorafenib	-0.21850227291387683	-0.9862160405240255	0.5239390011276571	0.6657208171415435	NPC
LJP009_NPC.TAK_24H:B17	DB11805	Saracatinib	-0.18424902938067453	-0.9812952561522806	0.5244378513429107	0.6662183911129164	NPC.TAK
LJP007_SKL.C_24H:D19	DB06616	Bosutinib	-0.193423580262521	-0.9780303293950907	0.5250055567903978	0.6668032138176143	SKL.C
CPC017_NPC_24H:BRD-A92537424-001-03-9:10	DB01406	Danazol	0.18792374593599326	0.9814037071203534	0.5262833991486743	0.6682895493686763	NPC
LJP009_NPC_24H:F03	DB11962	GSK-1059615	0.18162536028791496	0.980693406724593	0.5266739477442661	0.6686487969318171	NPC
NMH001_NEU_6H:BRD-K32814891-001-01-1:10	DB12395	Esreboxetine	0.19254245637102396	0.9774999203153846	0.5267943582831869	0.6686650089201384	NEU
LJP008_SKL.C_24H:M01	DB02709	Resveratrol	0.18236371349858443	0.9815677517920727	0.5274100010942117	0.6693096888247687	SKL.C
CPC016_NPC_24H:BRD-K94270326-004-01-0:10	DB12273	Ecopipam	0.2017400843359688	0.9780596151586805	0.5275205761316872	0.6693132800102208	NPC
NMH002_NPC_24H:BRD-K02637541-001-13-1:10	DB00482	Celecoxib	0.18853918402847675	0.9785437067328382	0.5280203280203281	0.6698105529226624	NPC
LJP009_SKL_24H:L07	DB05984	RAF-265	-0.18862222095998923	-0.9804365460044855	0.5282633556608397	0.6698736325822809	SKL
NMH002_NPC_24H:BRD-K32107296-001-11-0:10	DB00853	Temozolomide	-0.20379328849271833	-0.9813382285495008	0.5283206867479114	0.6698736325822809	NPC
LJP009_NPC_24H:I18	DB12146	Rigosertib	0.19626629584861616	0.9762562674244387	0.5283943622069551	0.6698736325822809	NPC
CPC014_NEU_24H:BRD-K53972329-001-02-1:10	DB08877	Ruxolitinib	0.20392020117880869	0.9774124847508991	0.5285013962147068	0.6698736325822809	NEU
NMH002_NPC_24H:BRD-K76773351-001-03-5:10	DB04769	5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE	-0.1905845436619984	-0.9764354711166603	0.5294997052135096	0.6709121480373638	NPC
NMH002_NEU_24H:BRD-K65331431-001-05-4:10	DB12112	Zuretinol acetate	-0.19158513043779835	-0.9761877579468281	0.5297002048289988	0.6709121480373638	NEU
LJP007_NEU_24H:A03	DB02546	Vorinostat	0.19143553735239863	0.9775099594858084	0.5297062370582747	0.6709121480373638	NEU
LJP008_NPC.CAS9_24H:C11	DB13877	Iniparib	0.1915170276820144	0.9758351168976624	0.52975275050278	0.6709121480373638	NPC.CAS9
CPC017_NPC_24H:BRD-K82823804-001-01-7:10	DB04608	9-HYDROXY-4-PHENYL-6H-PYRROLO[3,4-C]CARBAZOLE-1,3-DIONE	-0.1713147787513775	-0.9804769833598354	0.5299131639230729	0.6709222874244869	NPC
DOSBIO001_NPC_24H:BRD-A13084692:10	DB08607	(5R)-5-(4-{[(2R)-6-HYDROXY-2,5,7,8-TETRAMETHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL]METHOXY}BENZYL)-1,3-THIAZOLIDINE-2,4-DIONE	-0.18677542911713887	-0.9768296136548812	0.5299767650341206	0.6709222874244869	NPC
LJP007_SKL.C_24H:M22	DB12874	Quizartinib	0.19449927344238768	0.9757376540701056	0.5305620052032338	0.6713436342726631	SKL.C
LJP007_SKL.C_24H:I07	DB06589	Pazopanib	0.2080395080980333	0.9773612461079801	0.5306765881883961	0.6713436342726631	SKL.C
LJP008_NPC.TAK_24H:F03	DB12376	Ricolinostat	-0.20955554779419663	-0.9818974837442923	0.5307295029051	0.6713436342726631	NPC.TAK
NMH002_NEU_24H:BRD-A30142024-001-01-1:10	DB04447	1,4-Dithiothreitol	0.18957916180950712	0.9786508804891452	0.5307418847252171	0.6713436342726631	NEU
CPC014_SKB_24H:BRD-K84639753-066-01-9:10	DB06654	Safinamide	0.1904048021357584	0.9765372767969865	0.5327109593519561	0.673697166020837	SKB
LJP007_SKL.C_24H:G11	DB11963	Dacomitinib	0.19951354986968628	0.9740196776766811	0.5339970569909721	0.6751861831931444	SKL.C
LJP008_NPC.TAK_24H:J12	DB05223	Pracinostat	-0.19830278039876828	-0.9750073734205472	0.5343569655832312	0.6755037586900757	NPC.TAK
NMH002_NPC_24H:BRD-K01567962-001-16-4:10	DB01782	Pyrazolanthrone	-0.18794907135946168	-0.9783137214331384	0.5347451644783284	0.6758569606794255	NPC
CPC013_SKB_24H:BRD-K99616396-316-01-2:10	DB05575	Motesanib	0.20869433395951764	0.9772731205401686	0.5354311711587509	0.6765863375179334	SKB
CPC018_SKB_24H:BRD-K90259198-003-07-1:10	DB04513	N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide	-0.1841988288056475	-0.9789715796237107	0.5358033214436391	0.6766436637603157	SKB
LJP008_NPC.TAK_24H:G08	DB02546	Vorinostat	-0.18661653119376156	-0.975970588421839	0.5358350854739922	0.6766436637603157	NPC.TAK
LJP009_SKL.C_24H:O03	DB07101	PD-0325901	0.203801104847687	0.9747049676819802	0.5358616907668774	0.6766436637603157	SKL.C
LJP009_SKL.C_24H:E22	DB08901	Ponatinib	-0.19610586962880444	-0.9736637689128324	0.5359122385223363	0.6766436637603157	SKL.C
NMH002_NPC_6H:BRD-K64994968-001-24-2:10	DB00396	Progesterone	-0.20432305820730728	-0.9772998136195526	0.5363823261770753	0.6770995753326543	NPC
LJP007_NPC_24H:M19	DB12874	Quizartinib	-0.19718296407066693	-0.9737241489268681	0.5368768381034359	0.6775861272447266	NPC
CPC014_NPC_24H:BRD-K62959606-001-10-4:10	DB03203	Sphingosine	-0.18782066423111574	-0.9735739839775539	0.5370213725821914	0.6776308686736895	NPC
CPC015_NPC_24H:BRD-K23913458-001-13-2:10	DB04665	Coumarin	-0.19059304185652337	-0.973669244103172	0.5374599452911294	0.6780465434907588	NPC
CPC016_NPC_24H:BRD-K27450477-001-03-9:10	DB07711	(2S,3R)-3-(6-amino-9H-purin-9-yl)nonan-2-ol	-0.19048922560245182	-0.974773162208831	0.5378796539766015	0.6784382559396241	NPC
LJP007_NPC.TAK_24H:L08	DB11836	Sapanisertib	0.22599747717381974	0.9833721061729258	0.5384884282820805	0.679068233148251	NPC.TAK
CPC017_SKB_24H:BRD-K26521938-001-04-9:10	DB00917	Dinoprostone	-0.19080970171427541	-0.9734087118983062	0.5398776535562928	0.6805850538496866	SKB
CPC014_NEU_24H:BRD-M30523314-002-01-5:10	DB00361	Vinorelbine	0.19247880724813446	0.9728156431263402	0.5399103582374848	0.6805850538496866	NEU
NMH002_NEU_24H:BRD-K21283037-001-15-7:10	DB00740	Riluzole	-0.21164818130001758	-0.9745740387917012	0.540616733955172	0.6813372187724748	NEU
LPROT003_NPC_6H:D19	DB04868	Nilotinib	-0.19447920383872047	-0.9727905325130446	0.5410286554004409	0.6817180542287097	NPC
LJP007_SKL.C_24H:I18	DB11526	Masitinib	-0.18941027913950442	-0.9715022175460283	0.5413297609364783	0.6819591309952147	SKL.C
LJP009_NPC_24H:E14	DB13113	JNJ-38877605	0.20393662567324275	0.9731353135458011	0.5415374889059099	0.6820824981921153	NPC
CPC017_SKB_24H:BRD-K81418486:10	DB02546	Vorinostat	-0.19830758856869346	-0.97285204387273	0.5416673368612376	0.6821077430735877	SKB
LJP009_NEU_24H:O21	DB07232	Veliparib	-0.17723525307919738	-0.9808876994281329	0.5421008166713602	0.6825152560118545	NEU
LJP009_NPC.TAK_24H:G16	DB01254	Dasatinib	-0.18700764852374718	-0.9749462283080581	0.542361948565499	0.6827056584577265	NPC.TAK
CPC016_NEU_24H:BRD-A63043573-001-01-6:10	DB00248	Cabergoline	0.19234071767506333	0.9728749788171566	0.5424940926091106	0.6827336513954204	NEU
LJP009_NPC.TAK_24H:L10	DB05984	RAF-265	0.20720414374160973	0.9686331131794237	0.5430935797531204	0.6833496693186923	NPC.TAK
LJP007_SKL.C_24H:H09	DB09053	Ibrutinib	0.1824700985922977	0.9746091199325922	0.5436954749901892	0.6839684671201003	SKL.C
LPROT002_NPC.TAK_6H:G20	DB04149	(R)-Rolipram	-0.19026210245778388	-0.9713473061440121	0.5442890442890443	0.6845765424425073	NPC.TAK
LJP008_SKL.C_24H:K24	DB12332	Rucaparib	-0.18361606312873316	-0.9723810625634882	0.5447793012140116	0.6850544573160811	SKL.C
CPC015_NPC_24H:BRD-K57179821-001-08-9:10	DB00265	Crotamiton	0.17331570551948686	0.9771384069366572	0.5452830188679245	0.685549102045648	NPC
NMH002_NEU_6H:BRD-K18135438-001-11-8:10	DB06777	Chenodeoxycholic acid	-0.18082030915055505	-0.977822704592502	0.5457521093977306	0.6860000209588633	NEU
LJP008_NEU_24H:A04	DB05134	Tanespimycin	0.18017044161179432	0.9746014370933457	0.5462595987119148	0.6864990142015809	NEU
LJP009_NPC_24H:H15	DB07138	Neflamapimod	-0.20792051954560162	-0.974723644300512	0.546631468954518	0.6868274039533708	NPC
LJP007_SKL.C_24H:I23	DB13005	Rebastinib	-0.217113343715614	-0.9778902659881616	0.547463643650521	0.6877339038133542	SKL.C
CPC017_NPC_24H:BRD-K49890030-236-01-6:10	DB06741	Gavestinel	0.1876760662405427	0.9708207239217453	0.5480283881741242	0.6883041543343429	NPC
CPC016_NEU_24H:BRD-K36927236-001-15-1:10	DB01016	Glyburide	0.181357641471615	0.9775502612519867	0.5484297312606206	0.6886689894058975	NEU
CPC015_NPC_24H:BRD-A04553218-050-08-9:10	DB13679	Dexchlorpheniramine	0.16976912484230272	0.9779298045578932	0.5492356914326342	0.6895416562610193	NPC
LJP007_NPC_24H:B18	DB12200	Tivantinib	0.19032586825707537	0.9699283114927758	0.5500009176163997	0.6903628410250706	NPC
LJP008_NEU_24H:F01	DB12376	Ricolinostat	0.19435052805354328	0.9701089238959938	0.5507135705679717	0.691117717246109	NEU
CPC014_SKB_24H:BRD-K16478699-001-02-7:10	DB06999	PLX-4720	0.18236344246412609	0.9727663931790901	0.5517241379310345	0.6922460805549557	SKB
LJP009_SKL_24H:B09	DB12242	AZD-7762	0.18718831562660596	0.9707723644880185	0.5520402459474567	0.6925028287208402	SKL
LJP009_NPC_24H:B12	DB12242	AZD-7762	-0.1825636761544273	-0.9756655381809571	0.5525339925834364	0.6929285113800312	NPC
LJP008_NPC.CAS9_24H:A07	DB07232	Veliparib	0.1750029442852655	0.9811626594883983	0.5526026795519438	0.6929285113800312	NPC.CAS9
CPC012_SKB_24H:BRD-K48935217-001-01-3:10	DB03010	Patupilone	0.1762157693392298	0.9768474522515052	0.5544196824098685	0.6950666129425032	SKB
LJP007_NPC.TAK_24H:D20	DB06616	Bosutinib	-0.2120972246916043	-0.9718066987591377	0.5545865270066758	0.6951354934958575	NPC.TAK
LJP007_SKL_24H:M01	DB07794	5-(2-PHENYLPYRAZOLO[1,5-A]PYRIDIN-3-YL)-1H-PYRAZOLO[3,4-C]PYRIDAZIN-3-AMINE	0.17703794659113753	0.9727110696397322	0.5550396729150064	0.695430859718724	SKL
CPC014_NPC_24H:BRD-K31484631-001-05-0:10	DB00615	Rifabutin	-0.19816298560102263	-0.9675536491227216	0.5550460725185823	0.695430859718724	NPC
LJP007_NPC.TAK_24H:M17	DB07460	2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE	0.20531399936496408	0.9704190513548139	0.5554624571281742	0.6958122169147446	NPC.TAK
NMH002_NPC_6H:BRD-K65331431-001-05-4:10	DB12112	Zuretinol acetate	0.19100639274499312	0.9679800333804531	0.5561320496190877	0.6965105427890671	NPC
LPROT001_NPC.TAK_6H:A22	DB12387	OSI-027	0.18289998329788082	0.9712353980311234	0.55625	0.6965178391453337	NPC.TAK
CPC013_NEU_24H:BRD-A45664787-001-01-4:10	DB01088	Iloprost	-0.18979147359893497	-0.9697034251335689	0.556397469939339	0.6965620885254281	NEU
NMH002_NPC_6H:BRD-K18135438-001-11-8:10	DB06777	Chenodeoxycholic acid	0.21072308507234155	0.9704492780940049	0.5571671880044082	0.6973851645946775	NPC
CPC018_NPC_24H:BRD-K44067360-001-16-2:10	DB02266	Flufenamic acid	0.20086725716069248	0.9680094914770686	0.5574007479002641	0.6975369552692265	NPC
CPC017_NPC_24H:BRD-K60762818-003-15-3:10	DB01151	Desipramine	0.2004218714773828	0.9689784958833809	0.5576634877384197	0.697666477763916	NPC
LJP007_NEU_24H:P10	DB07859	4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE	0.17801046840450724	0.9725229501574439	0.5577288680900848	0.697666477763916	NEU
LJP008_NEU_24H:N11	DB02665	(1R,2S)-2-Phenylcyclopropanaminium	0.1689455380734943	0.9751434779988839	0.5579181393227682	0.6977627303146842	NEU
LJP009_SKL.C_24H:I18	DB12146	Rigosertib	-0.20081397166074547	-0.9674579732683938	0.558939993908011	0.6988166358167882	SKL.C
LPROT003_NPC_6H:B15	DB12432	CC-401	-0.21344925881584267	-0.9695461159957401	0.5589858118759853	0.6988166358167882	NPC
LJP008_SKL_24H:K20	DB12332	Rucaparib	-0.16934641424453362	-0.9805661417968247	0.5594046702591737	0.6990760013291868	SKL
CPC017_SKB_24H:BRD-A63894585-001-03-4:10	DB01013	Clobetasol propionate	-0.16277285343753764	-0.980359083632753	0.5594183519973257	0.6990760013291868	SKB
NMH001_NEU_24H:BRD-K12539581-001-18-7:10	DB08313	Nocodazole	-0.20626288837197007	-0.9692156699639446	0.5601702753602193	0.6998748492634116	NEU
NMH001_NEU_6H:BRD-K56060837-001-01-9:10	DB04275	N-acetylserotonin	0.17760259606820264	0.9722864126874927	0.5604079615401896	0.7000310189196979	NEU
CPC015_SKB_24H:BRD-A94709349-001-03-4:10	DB00660	Metaxalone	0.19185778694295283	0.9665477492440803	0.5606049428255256	0.7000761127814806	SKB
LJP008_NPC.TAK_24H:G20	DB00928	Azacitidine	-0.17265286078600653	-0.9764262895009433	0.5606694560669456	0.7000761127814806	NPC.TAK
LJP009_NPC.CAS9_24H:P23	DB09074	Olaparib	0.21320866579269054	0.9720971764495214	0.5612148651197887	0.700616306696971	NPC.CAS9
LJP008_NPC.TAK_24H:F05	DB12376	Ricolinostat	0.19043794845859857	0.96572679965475	0.5634235578289287	0.7032322968119963	NPC.TAK
LJP007_SKL.C_24H:D12	DB08875	Cabozantinib	-0.19213210134446507	-0.9648760054138038	0.5641223710483741	0.7039630713042387	SKL.C
LJP008_SKL_24H:J11	DB05223	Pracinostat	0.19948840797084189	0.964806440635017	0.5643090613076818	0.7040546071185618	SKL
LJP009_SKL.C_24H:K24	DB12432	CC-401	0.18912334261345537	0.965174398085927	0.5645363309181425	0.7041967244304219	SKL.C
LJP008_NPC.TAK_24H:D06	DB09074	Olaparib	-0.18617511733511968	-0.96720151435266	0.5650585156288578	0.7047065848396837	NPC.TAK
NMH002_NEU_24H:BRD-A13084692-001-10-8:10	DB08607	(5R)-5-(4-{[(2R)-6-HYDROXY-2,5,7,8-TETRAMETHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL]METHOXY}BENZYL)-1,3-THIAZOLIDINE-2,4-DIONE	0.19164606467700507	0.9653648772254825	0.5655565794909275	0.7051861645519153	NEU
CPC017_SKB_24H:BRD-K09963420-066-03-4:10	DB01232	Saquinavir	-0.19314459456696692	-0.9651341162465404	0.5661840038248753	0.7058268175316327	SKB
CPC014_NPC_24H:BRD-K66615216-001-01-9:10	DB00218	Moxifloxacin	-0.18349703811440357	-0.9680267682112198	0.5669957317552174	0.7066969273000423	NPC
LJP007_NPC.CAS9_24H:K21	DB01590	Everolimus	0.19431984812678638	0.9627094530512077	0.5674111062335382	0.7070727767146919	NPC.CAS9
LJP008_SKL.C_24H:N09	DB02665	(1R,2S)-2-Phenylcyclopropanaminium	0.20208141675442537	0.9640717533612824	0.5678911371098705	0.7074146479873293	SKL.C
LJP009_NPC.TAK_24H:L07	DB05984	RAF-265	0.21116772027781663	0.965403733065888	0.5679132082280766	0.7074146479873293	NPC.TAK
LJP007_NPC.CAS9_24H:H09	DB09053	Ibrutinib	-0.1881871565847741	-0.9659617723677214	0.5683419645131166	0.7078067930143304	NPC.CAS9
CPC016_NEU_24H:BRD-K92073408-001-03-3:10	DB00717	Norethisterone	0.21065800833513162	0.9659665371174846	0.5689141709887904	0.7083773963083515	NEU
LJP007_NPC.TAK_24H:D03	DB12494	SGI-1776	-0.19598261245440737	-0.9626146609417092	0.5693489148580968	0.7087766451099192	NPC.TAK
NMH002_NPC_6H:BRD-A13946108-001-13-0:10	DB00605	Sulindac	0.16769534908948963	0.9752147698392583	0.570424035797997	0.7099727730669521	NPC
CPC015_SKB_24H:BRD-K02404261-001-07-6:10	DB00201	Caffeine	-0.18657708556071942	-0.9656618505123296	0.5710904213350165	0.7106597951388467	SKB
NMH001_NPC_6H:BRD-K66296774-001-05-3:10	DB01095	Fluvastatin	-0.18561350660163398	-0.9665415066936461	0.5714691606487511	0.7108327875229994	NPC
LJP007_NPC.CAS9_24H:B12	DB07970	5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide	-0.18436322132365865	-0.9645635966705822	0.571486743281151	0.7108327875229994	NPC.CAS9
LJP008_NPC.TAK_24H:K23	DB12332	Rucaparib	-0.18389229469378052	-0.9669231874071913	0.5715727259622315	0.7108327875229994	NPC.TAK
CPC013_NEU_24H:BRD-K13390322-001-01-4:10	DB08142	AT-7519	0.18636785375910897	0.9666870557264844	0.5719904395970109	0.7112098900673802	NEU
NMH002_NPC_6H:BRD-K26657438-001-10-3:10	DB00724	Imiquimod	-0.19259515222515292	-0.9622449330424223	0.5724673069618536	0.7116273296793484	NPC
CPC016_NEU_24H:BRD-K73999723-001-02-2:10	DB00966	Telmisartan	-0.18050114394739925	-0.9707181355930979	0.5725552790948781	0.7116273296793484	NEU
CPC017_NPC_24H:BRD-K68246049-001-01-4:10	DB02877	Arotinoid acid	0.1896305165895473	0.9619176627190393	0.5726704929101958	0.7116281460208315	NPC
LJP007_NPC.TAK_24H:K22	DB01590	Everolimus	0.1998556866267745	0.962205154388878	0.5728614783190165	0.7116899583722733	NPC.TAK
LJP007_NPC.CAS9_24H:I24	DB13005	Rebastinib	-0.18562128668306166	-0.9666701215005531	0.5729493692562361	0.7116899583722733	NPC.CAS9
CPC012_SKB_24H:BRD-A59985574-003-01-9:10	DB01030	Topotecan	0.19422166925341625	0.9630889531858716	0.5731673534402161	0.7118183925571017	SKB
LJP008_SKL_24H:C08	DB13877	Iniparib	-0.1814598651512542	-0.9698017400185659	0.573385447106955	0.7118237713386912	SKL
CPC016_NPC_24H:BRD-K67043667-001-15-7:10	DB00488	Altretamine	-0.17860309085257525	-0.9692774681748814	0.5736031582316747	0.7118237713386912	NPC
LJP008_NEU_24H:J05	DB12116	Epigallocatechin gallate	0.18603154296110094	0.9632987340100307	0.5736238532110092	0.7118237713386912	NEU
LJP008_NPC_24H:K23	DB12332	Rucaparib	-0.1838861185852111	-0.9644967738213489	0.5736300385256742	0.7118237713386912	NPC
LJP009_NPC_24H:P23	DB09074	Olaparib	-0.17075934643511703	-0.9758119006475765	0.5743081653570209	0.7125229325340152	NPC
CPC015_NPC_24H:BRD-K79131256-001-08-8:10	DB00518	Albendazole	0.1883743831714725	0.9638143053282087	0.5744664217027597	0.7125769591888066	NPC
